surname_norm	status	min_entry_id	min_surname	min_given_names	min_birth_year	min_death_year	min_description	min_references	xlsx_surname	xlsx_given_names	xlsx_birth_year	xlsx_death_year	xlsx_description
hansen	kun_min	PerXI03306	Hansen	London 1847, ansat i Hambros Firma? III 218 231. (218 maaske = Grosserer A. N. Hansen	1798	1873	231 maaske hans Søn Alfred (se denne))						
hansen	kun_min	PerXI03307	Hansen				Isted-Løvens Afsløring, Flensborg 25.7.1862.	V:188					
hansen	kun_min	PerXI03309	Hansen				Frøken, Logerende hos Thora Hallager 1875, samler Anbefalinger for Frk. Hallager til Opnaaelse af en Lotterikollektion.	X:409;X:410;X:411					
hansen	kun_min	PerXI03310	Hansen				Gartner paa Holsteinborg 1866.	VII:227					
hansen	kun_min	PerXI03311	Hansen				Sadelmager.	IX:133					
hansen	kun_min	PerXI03312	Hansen				Skomager, der vil laane Penge.	V:9					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03314	Hansen				Albert, Lystspilforfatter (8.12. 1864).	VI:163	Hansen	Albert			Lystspilforfatter (8.12.1864).
hansen	matchet_person_men_beskrivelse_afviger	PerXI03315	Hansen	Aleth	1817	1889	Provst, Kultusminister 1868-69, 1870-81 Sognepræst i Ledøje og Smørum.	VIII:42;VIII:46;VIII:124;VIII:454;VIII:459;X:284	Hansen	Aleth	1817	1889	Provst, Kultusminister 1868–1869, 1870–1881 Sognepræst i Ledøje og Smørum.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03317	Hansen				Amalie, Romanforfatterinde, Hjordkær ved Aabenraa (Juni 1860).	IV:377	Hansen	Amalie			Romanforfatterinde, Hjordkær ved Aabenraa (Juni 1860).
hansen	matchet_person_men_beskrivelse_afviger	PerXI03318	Hansen	Anders (kaldet Traes)	1751	1827	Skomager, HCA.s Farfar.	VIII:53	Hansen	Anders (kaldet Traes)	1751	1827	Skomager, H.C. Andersens Farfar.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03319	Hansen				Anna, Datter af Jørgen Salomon H., 9 Aar 1859.	IV:327	Hansen	Anna			Datter af Jørgen Salomon H., 9 år 1859.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03320	Hansen	Anna (Jeanette), f. Tardini	1845	1918	Balletdanserinde ved Det kgl. Teater, g. 1864 m. Emil H. VI 312. VIII 49. IX 184. — Se ogsaa: Tardini, Anna. Hansen, Anna Maria Sigrid (1856-83), Datter af Aleth H., g. 1882 m. Kapellan pro loco i Herfølge Conrad Friedrich Valdemar Schmidt-Phiseldeck, sidst Sognepræst ved St. Hans Kirke i Odense.	X:284	Hansen	Anna (Jeanette), f. Tardini	1845	1918	Balletdanserinde ved Det kgl. Teater, g. 1864 m. Emil H.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03321	Hansen	C. A.	1810	1874	Domorganist i Ribe 1836-74.	VI:185;VIII:212	Hansen	C. A.	1810	1874	Domorganist i Ribe 1836–1874.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03322	Hansen	C. A. V.	1836	1895	Søn af C. B. H., Hofstolemager, Holmens Kanal 2.	VIII:180	Hansen	G. A. V.	1836	1895	Søn af G. B. H., Hofstolemager, Holmens Kanal 2.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03324	Hansen	C. F.	1788	1873	Generalløjtnant, Krigsminister 1848-51, 1852-54 og 1864-65.	IV:40;VI:85	Hansen	G. F.	1788	1873	Generalløjtnant, Krigsminister 1848–1851, 1852–1854 og 1864–1865.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03326	Hansen				Carl, Magnetisør, gav Forestillinger paa Folketeatret 30.12.1863- 23.1.1864.	VI:3;VI:5;VI:6;VI:190	Hansen	Carl			Magnetisør, gav Forestillinger på Folketeatret 30.12.1863–23.1.1864.
hansen	kun_min	PerXI03329	Hansen	Carl Emil	1829		Skolelærer i Skafterup og Kirkesanger i Fiurendal.	VIII:418;VIII:420;VIII:423;VIII:424					
hansen	kun_min	PerXI03330	Hansen	Carl Georg	1862		Søn af Georg E. H., senere Fotograf, fortsatte som Georg Hansen jun. Faderens Forretning 1891-94.	X:380					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03332	Hansen	Christian	1803	1883	Arkitekt, virkede 1833-51 i Athen, 1857-83 Professor ved Bygningsskolen i Kbhvn., Etatsraad 1867.	I:367;II:154;II:156;II:157;II:158;II:162;II:163;II:164;II:165;II:167;II:169;II:173;II:174;II:175;II:176;II:183;II:184;II:185;II:187;VIII:120;X:403	Hansen	Christian	1803	1883	Arkitekt, virkede 1833–1851 i Athen, 1857–1883 Professor ved Bygningsskolen i Kbhvn., Etatsraad 1867.
hansen	kun_min	PerXI03336	Hansen	Dagmar Caroline Catinka	1861		Datter af Georg E. H.	X:380					
hansen	kun_min	PerXI03337	Hansen				David Julius (død 1889), Teaterdirektør, »Alhambra« 1864-65.	VI:121;VI:252;VI:253					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03339	Hansen	Edvard	1820	1874	Broder til Operasanger Chr. H., Skuespiller ved Casino 1849-60, senere Teaterdirektør i Provinserne.	IV:208;V:440	Hansen	Edvard	1820	1874	Broder til Operasanger Chr. H., Skuespiller ved Casino 1849–1860, senere Teaterdirektør i Provinserne.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03341	Hansen	Emanuel	1846	1930	Søn af Gotfred H., Skuespiller ved Det kgl. Teater 1865-71, 1871 Telegrafist i Store nordiske Telegrafselskab, senere i russisk Telegraftjeneste, Statsraad, vendte 1917 tilbage til Danmark; Oversætter, bl.a. af HCA.	VI:200;VI:220;VI:221;VI:223;VI:224;VI:227;VI:264;VI:323;VI:325;VI:341;VII:187;VII:306;VII:359;VIII:244;VIII:332;VIII:334;IX:64;IX:73;IX:76;X:94	Hansen	Emanuel	1846	1930	Søn af Gotfred H., Skuespiller ved Det kgl. Teater 1865–1871, 1871 Telegrafist i Store nordiske Telegrafselskab, senere i russisk Telegraf tjeneste, Statsraad, vendte 1917 tilbage til Danmark; Oversætter, bl.a. af H.C. Andersen.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03344	Hansen	Erhard	1839	1915	Søn af Operasanger Christian H., Operasanger ved Det kgl. Teater 1864-85, senere Købmand i Hillerød.	VI:159;VI:280;VII:308;VII:392;VIII:359;IX:95;IX:115;IX:153;IX:161;IX:215;IX:216;IX:217	Hansen	Erhard	1839	1915	Søn af Operasanger Christian H., Operasanger ved Det kgl. Teater 1864–1885, senere Købmand i Hillerød.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03345	Hansen	Erhardine, f. Rantzau	1815	1893	Skuespillerinde ved Det kgl. Teater 1833-61, g. 1837 m. Operasanger Christian H.	IV:33;VI:308	Hansen	Erhardine, f. Rantzau	1815	1893	Skuespillerinde ved Det kgl. Teater 1833–1861, g. 1837 m. Operasanger Christian H.
hansen	kun_min	PerXI03346	Hansen	Franz Christian	1814	1901	Kaptajn, 4. Reserve-Bataillon 1851, senere Oberst.	IV:45;IV:46					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03349	Hansen				Gunild Margrete, g.m. Jørgen H.	I:79	Hansen	Gunild Margrete			g.m. Jørgen H.
hansen	kun_min	PerXI03352	Hansen	Hans Peter	1841		Handelskommis i Bogense, Halvbroder til Hans Christian Jørgensen.	VIII:247					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03354	Hansen	Ida, f. Wulff	1845	1924	Datter af Peter Wulff, g. 1865 m. Octavius H. VI 341. VII 269 271. IX 169 187 216. X 249. — Se ogsaa: Wulff, Ida (1845-1924)		Hansen	Ida, f. Wulff	1845	1924	Datter af Peter Wulff, g. 1865 m. Octavius H.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03355	Hansen				Jens, Kammertjener hos Kong Christian VIII.	II:434	Hansen	Jens			Kammertjener hos Kong Christian VIII.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03356	Hansen	Jens Peter	1812	1894	Distriktslæge i Hjørring 1849-83, Etatsraad 1883.	IV:351	Hansen	Jens Peter	1812	1894	Distriktslæge i Hjørring 1849–1883, Etatsraad 1883.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03357	Hansen				Johannes, Dreng 1870.	VIII:352	Hansen	Johannes			Dreng 1870.
hansen	kun_min	PerXI03359	Hansen				Jørgen (død 1842), Handskemager, Oldermand for Lauget 1829-37.	I:79					
hansen	kun_min	PerXI03361	Hansen	Jørgen Salomon	1822	1895	Postekspeditør i Herning, 1862 Postmester i Præstø.	IV:327;IV:328					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03363	Hansen				Kristen, Boghandlerlærling, Aalborg 1867.	VII:235	Hansen	Kristen			Boghandlerlærling, Aalborg 1867.
hansen	kun_min	PerXI03364	Hansen	Laurids Siegfried	1866		Søn af Carl H. (1838-1902).	VII:316;VII:317					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03367	Hansen	Magdalene	1841	1894	Datter af Operasanger Chr. H., g. 1866 m. Edgar Collin. VI 206. — Se ogsaa: Collin, Magdalene. Hansen, Margrethe (1829-1908), Datter af Hans Jacob H.	VI:72;VII:196;IX:324	Hansen	Magdalene	1841	1894	Datter af Operasanger Chr. H., g. 1866 m. Edgar Collin.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03371	Hansen				Nicoline Sophie Georgine, f. Schjødt, g.m. Jørgen Salomon H.	IV:328	Hansen	Nicoline Sophie Georgine, f. Schjødt			g.m. Jørgen Salomon H.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03374	Hansen	P.	1840	1905	Journalist (Cabiro), Forfatter og Oversætter, 1872- 80 Udgiver af »Nær og Fjern«, 1883 tit. Professor, senere Kommitteret ved Det kgl. Teater, derefter Censor sst., 1899 Etatsraad.	VI:206;VI:214;VI:290;VI:291;VI:324;VII:9;VII:261;VII:361;VIII:159;VIII:207;VIII:251;VIII:260;VIII:367;VIII:368;VIII:452;VIII:455;VIII:456;IX:51;IX:62;IX:85;IX:88;IX:92;IX:141;IX:142;IX:158;IX:159;IX:175;IX:297;IX:307;IX:317;IX:318;IX:319;X:8;X:251;X:252;X:272;X:303;X:306;X:326;X:376;X:393;X:398;X:400;X:401;X:402;X:412;X:427;X:441;X:442;X:457;X:465	Hansen	P.	1840	1905	Journalist (Cabiro), Forfatter og Oversætter, 1872–1880 Udgiver af »Nær og Fjern«, 1883 tit. Professor, senere Kommitteret ved Det kgl. Teater, derefter Censor sst., 1899 Etatsraad.
hansen	kun_min	PerXI03376	Hansen	Peter Christian	1803		Elev i Slagelse Skole, Student 1826, Seminarieeksamen.	I:28					
hansen	kun_min	PerXI03377	Hansen				Poul (Hanssøn, Povel) (død 1617), Raadmand i Skelskør.	VI:172;VIII:378					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03380	Hansen	Theodor	1816	1898	Broder til H. P. Kofoed-Hansen, cand. theol., Adjunkt ved Sorø Akademis Skole 1847- 82.	IV:237	Hansen	Theodor	1816	1898	Broder til H. P. Kofoed-Hansen, cand. theol., Adjunkt ved Sorø Akademis Skole 1847–1882.
hansen	matchet_person_men_beskrivelse_afviger	PerXI03381	Hansen	Theophilus	1813	1891	Broder til Arkitekt Christian H., Arkitekt, i Athen 1838-46, derefter i Wien (Professor ved Akademiet 1868-84, østrigsk Friherre).	II:163;II:173;II:174;II:175;II:187;VIII:276;VIII:277;VIII:278;VIII:281;VIII:283;VIII:284;VIII:286;VIII:287;IX:149	Hansen	Theophilus	1813	1891	Broder til Arkitekt Christian H., Arkitekt, i Athen 1838–1846, derefter i Wien (Professor ved Akademiet 1868–1884, østrigsk Friherre).
hansen	matchet_person_men_beskrivelse_afviger	PerXI03382	Hansen				Thora Lovise Augusta, Selskabsdame (»Miss Hansen«) hos Fru Catharina Bugel.	IV:194;VI:113	Hansen	Thora Lovise Augusta			Selskabsdame (»Miss Hansen«) hos Fru Catharina Bügel.
hansen	kun_min	PerXI03385	Hansen	Vilhelmine Jacobine (død 1885, 82 Aar gl.), Datter af Arkitekten C.F.H.	1756	1845	.	VI:99					
hansen	matchet_person_men_beskrivelse_afviger	PerXI03386	Hansen	Wilhelm	1821	1904	Musikhandler. X 203. Hansen-Sønderkøge (1849-76), Friskolelærer i Frederiksværk, Forfatter.	IX:318	Hansen	Wilhelm	1821	1904	Musikhandler.
hansen	kun_xlsx								Hansen				London 1847, ansat i Hambros Firma?
hansen	kun_xlsx								Hansen	Anna Maria Sigrid	1856	1883	Datter af Aleth H., g. 1882 m. Kapellan pro loco i Herfølge Conrad Friedrich Valdemar Schmidt-Phiseldeck, sidst Sognepræst ved St. Hans Kirke i Odense.
hansen	kun_xlsx								Hansen	Carl Emil	1829		Skolelærer i Skafterup og Kirkesanger i Fiurendal.
hansen	kun_xlsx								Hansen	Carl Georg	1862		Søn af Georg E. H., senere Fotograf, fortsatte som Georg Hansen jun. Faderens Forretning 1891–1894.
hansen	kun_xlsx								Hansen	Dagmar Caroline Gatinka	1861		Datter af Georg E. H.
hansen	kun_xlsx								Hansen	David Julius		1889	Teaterdirektør, »Alhambra« 1864–1865.
hansen	kun_xlsx								Hansen	Doris Erhard, f. Pfeil	1844	1927	Operasangerinde ved Det kgl. Teater 1867–1885, g. 1871 m. Erhard H.
hansen	kun_xlsx								Hansen	Hans Peter	1841		Handelskommis i Bogense, Halvbroder til Hans Christian Jørgensen.
hansen	kun_xlsx								Hansen	Jørgen		1842	Handskemager, Oldermand for Lauget 1829–1837.
hansen	kun_xlsx								Hansen	Margrethe	1829	1908	Datter af Hans Jacob H.
hansen	kun_xlsx								Hansen	Peter Christian	1803		Elev i Slagelse Skole, Student 1826, Seminarieeksamen.
hansen	kun_xlsx								Hansen	Poul (Hanssøn, Povel)		1617	Raadmand i Skelskør.
hansen	kun_xlsx								Hansen	Vilhelmine Jacobine		1885	Datter af Arkitekten C.F.H. (1756–1845).
hansteen	kun_min	PerXI03389	Hansteen	Frk., redder et Barn fra at drukne September 1872 (muligvis = Asta Hansteen	1824	1908	norsk Malerinde og Kvindesagskvinde). IX 330 333. Haphys (Hephys), Pasha i Rustschuk.	II:215					
hansteen	kun_xlsx								Hansteen	Frk.			redder et Barn fra at drukne September 1872 (muligvis = Asta Hansteen (1824–1908), norsk Malerinde og Kvindesagskvinde).
harrach	kun_min	PerXI03414	Harrach	Ferdinand von, Greve	1832	1915	tysk Maler.	IV:402;IV:403					
haydn	kun_min	PerXI03489	Haydn	Michael	1737	1806	Broder til Joseph H., østrigsk Komponist.	I:441;I:442					
hedemann	kun_min	PerXI03506	Hedemann				»som længe har indbudt mig« (19.2.1868).	VIII:23					
hedemann	matchet_person_men_beskrivelse_afviger	PerXI03507	Hedemann	Anthon Rudolph	1816	1897	Premierløjtnant i Søetaten, 1856-58 Fører af Postdampskibet Eideren, 1857 Kaptajnløjtnant, senere kar.Kontreadmiral og Kammerherre.	IV:289	Hedemann	Anthon Rudolph	1816	1897	Premierløjtnant i Søetaten, 1856–1858 Fører af Postdampskibet Eideren, 1857 Kaptajnløjtnant, senere kar .Kon treadmiral og Kammerherre.
hedemann	kun_min	PerXI03508	Hedemann	Christian Frederik	1814	1863	Kaptajnløjtnant i Søetaten.	IV:158;IV:159					
hedemann	kun_xlsx								Hedemann				»som længe har indbudt mig« (19.2.1868).
heiberg	matchet_person_men_beskrivelse_afviger	PerXI03527	Heiberg				Frue, Aarhus Juli 1872.	IX:310	Heiberg	Frue			Aarhus Juli 1872.
heiberg	matchet_person_men_beskrivelse_afviger	PerXI03529	Heiberg	Johan Ludvig	1791	1860	Søn af P.A.H., Digter, 1849-56 Direktør for Det kgl. Teater.	I:152;I:224;I:253;II:113;II:124;II:128;II:129;II:144;II:251;II:255;II:256;II:257;II:281;II:352;II:372;II:404;III:375;III:387;IV:4;IV:5;IV:427;IV:464;IV:471;IV:472;V:372;V:396;V:397;VI:52;VI:124;VI:135;VI:144;VI:220;VII:52;VIII:2;VIII:102;VIII:244;VIII:252;IX:120;X:5;X:34;X:352	Heiberg	Johan Ludvig	1791	1860	Søn af P.A.H., Digter, 1849–1856 Direktør for Det kgl. Teater.
heiberg	matchet_person_men_beskrivelse_afviger	PerXI03535	Heiberg	Ottilie Margrethe, f. Hauch	1847	1875	Datter af Carsten Hauch, g. 1871 m. P.A.C.H. IX 240. — Se ogsaa: Hauch, Ottilie Margrethe. Heiberg, Peter Andreas (1758-1841), Forfatter.	I:32;I:152;X:199	Heiberg	Ottilie Margrethe, f. Hauch	1847	1875	Datter af Carsten Hauch, g. 1871 m. P.A.C.H.
heiberg	kun_min	PerXI03539	Heiberg	Zarah, f. Krieger	1843	1870	g.1868 m. Peter Wilken H. VIII 200- 02. — Se ogsaa: Krieger, Zarah. Heilmann, Anna Henriette, f. Bøcher (1801-72), g. 1830 m. H.E.H.	VI:72					
heiberg	kun_xlsx								Heiberg	Peter Andreas	1758	1841	Forfatter.
henrichsen	kun_min	PerXI03607	Henrichsen	Frøken, Datter af R.J.F.H. (enten Emma	1836	1913	eller Jakobine (1838-75)).	VIII:54;VIII:96					
henrichsen	matchet_person_men_beskrivelse_afviger	PerXI03609	Henrichsen	Ane, f. Basse	1800	1873	HCA.s Plejesøster, Enke efter Maler i Odense Jacob H.	VII:385	Henrichsen	Ane, f. Basse	1800	1873	H.C. Andersens Plejesøster, Enke efter Maler i Odense Jacob H.
henrichsen	kun_xlsx								Henrichsen	Frøken			Datter af R.J.F.H. (enten Emma (1836–1913) eller Jakobine (1838–1875)).
henrik fuglefænger	kun_min	PerXI03614	Henrik Fuglefænger	tysk Konge	876	936	Konge 919.	I:73					
henrik fuglefænger	kun_xlsx								Henrik Fuglefænger				Tysk Konge (ca. 876–936), Konge 919.
henrik iii	kun_min	PerXI03615	Henrik III	tysk-romersk Kejser	1017	1056	Kejser 1046.	I:73					
henrik iii	kun_xlsx								Henrik III				Tysk-romersk Kejser (1017–1056), Kejser 1046.
henrik iv	kun_min	PerXI03616	Henrik IV	tysk-romersk Kejser	1050	1106	Søn af Henrik III, Kejser 1084- 1105.	II:370					
henrik iv	kun_xlsx								Henrik IV				Tysk-romersk Kejser (1050–1106), Søn af Henrik III, Kejser 1084–1105.
henriques	kun_min	PerXI03618	Henriques				to unge Herrer (Middagsselskab hos Melchiors 28.1.1875). X 396. Henriques' Broder og Broderens Kone (hvem HCA mener, kan ikke afgøres), Paris 1868, Rolighed 1871 og 1872.	VIII:67;IX:152;IX:330					
henriques	matchet_person_men_beskrivelse_afviger	PerXI03620	Henriques	Aron R.	1824	1908	Søn af Ruben H., Vekselerer. VII 378-79. IX 205. X 249. Henriques,Edmond S. (1860-1910), Søn af Martin R. H., senere Vekselerer.	VIII:101;VIII:149;VIII:398;VIII:401;IX:143;X:165;X:197;X:205;X:211;X:429;X:474	Henriques	Aron R.	1824	1908	Søn af Ruben H., Vekselerer.
henriques	matchet_person_men_beskrivelse_afviger	PerXI03627	Henriques	Martin R.	1825	1912	Søn af Ruben H., Vekselmægler. IV 377 406 436 471 473. V 3 4 7 16 19 20 118 121 123 125 129 131 132 134 135 141 142 143 144 148 150 151 157 158 160 161 162 163 164 165 166 381 385 393 412 417 418 419 421 423 424 427 429 435 438 449-50 453. VI 1 3 4 12 17 18 19 21 30 32 51 92 95 100 116 118 125 141 142 145 149 151 154 155 157 163 166 178 180 181 183 187 193 196 197 199 201 202-03 206-07 210 214 219 221 225 232-33 238 240 261 271 283 287 289-93 295-96 298 304 308 310 311 312 313 321-22 326 334 340 348. VII 9 12 13 17 23 42 50 72 97 109 116 136 140 186 187 203-06 207-09 211 214-15 218 220 221 223 227 235 236 239 241 244 246 248 253 254 255 257 259 260 262 278 302-03 306-07 315 324 357 358 359 361 362 Stamtavle Henriques s. XLIV 366 368 369 373 377 379 385 388 390 393 394-95.	VIII:1345;VIII:6;VIII:14;VIII:17;VIII:18;VIII:21;VIII:28;VIII:30;VIII:32;VIII:34;VIII:35;VIII:36;VIII:42;VIII:46;VIII:50;VIII:52;VIII:66;VIII:99;VIII:101;VIII:104;VIII:131;VIII:134;VIII:135;VIII:136;VIII:138;VIII:139;VIII:140;VIII:143;VIII:144;VIII:146;VIII:149;VIII:152;VIII:154;VIII:155;VIII:156;VIII:157;VIII:159;VIII:162;VIII:165;VIII:169;VIII:170;VIII:174;VIII:175;VIII:176;VIII:179;VIII:181;VIII:182;VIII:183;VIII:184;VIII:187;VIII:188;VIII:190;VIII:191;VIII:195;VIII:196;VIII:199;VIII:201;VIII:205;VIII:210;VIII:215;VIII:217;VIII:218;VIII:231;VIII:235;VIII:236;VIII:238;VIII:242;VIII:243;VIII:245;VIII:247;VIII:257;VIII:258;VIII:275;VIII:290;VIII:291;VIII:295;VIII:296;VIII:303;VIII:308;VIII:317;VIII:322;VIII:325;VIII:331;VIII:335;VIII:340;VIII:343;VIII:345;VIII:346;VIII:351;VIII:353;VIII:355;VIII:360;VIII:362;VIII:365;VIII:366;VIII:367;VIII:368;VIII:371;VIII:375;VIII:377;VIII:379;VIII:380;VIII:382;VIII:385;VIII:386;VIII:388;VIII:390;VIII:393;VIII:395;VIII:396;VIII:397;VIII:401;VIII:402;VIII:409;VIII:411;VIII:414;VIII:415;VIII:416;VIII:419;VIII:421;VIII:424;VIII:426;VIII:428;VIII:429;VIII:436;VIII:438;VIII:439;VIII:442;VIII:444;VIII:446;VIII:447;VIII:448;VIII:449;VIII:450;VIII:453;IX:1;IX:25;IX:8;IX:9;IX:11;IX:14;IX:15;IX:16;IX:18;IX:19;IX:21;IX:26;IX:27;IX:28;IX:32;IX:34;IX:35;IX:36;IX:39;IX:40;IX:43;IX:45;IX:49;IX:51;IX:54;IX:55;IX:56;IX:57;IX:60;IX:61;IX:63;IX:64;IX:65;IX:68;IX:80;IX:81;IX:98;IX:105;IX:124;IX:139;IX:141;IX:142;IX:143;IX:144;IX:146;IX:147;IX:148;IX:149;IX:157;IX:159;IX:161;IX:162;IX:167;IX:169;IX:175;IX:176;IX:179;IX:182;IX:183;IX:184;IX:186;IX:188;IX:194;IX:197;IX:201;IX:202;IX:203;IX:205;IX:206;IX:207;IX:208;IX:212;IX:214;IX:215;IX:219;IX:222123;IX:225;IX:227;IX:228;IX:230;IX:231;IX:233;IX:235;IX:236;IX:237;IX:238;IX:240;IX:241;IX:242;IX:245;IX:247;IX:250;IX:251;IX:253;IX:281;IX:299;IX:309;IX:312;IX:313;IX:315;IX:320;IX:326;IX:332;IX:334;IX:335;IX:337;IX:339;IX:340;IX:341;IX:342;IX:344;IX:345;IX:347;IX:352;IX:353;IX:354;IX:355;IX:356;IX:358;IX:360;IX:361;IX:374;IX:375;IX:378;IX:380;IX:381;IX:382;IX:384;IX:385;IX:388;X:2;X:4;X:7;X:8;X:9;X:10;X:11;X:12;X:14;X:15;X:17;X:19;X:23;X:24;X:26;X:28;X:34;X:36;X:37;X:40;X:43;X:47;X:48;X:54;X:57;X:59;X:60;X:62;X:64;X:81;X:109;X:143;X:150;X:152;X:153;X:157;X:158;X:159;X:162;X:165;X:166;X:168;X:169;X:171;X:172;X:174;X:176;X:177;X:179;X:181;X:182;X:184;X:185;X:187;X:188;X:189;X:190;X:191;X:193;X:194;X:197;X:200;X:204;X:206;X:210;X:212;X:213;X:215;X:216;X:218;X:219;X:222;X:224;X:225;X:226;X:228;X:229;X:230;X:233;X:235;X:238;X:240;X:241;X:243;X:244;X:247;X:251;X:254;X:255;X:273;X:274;X:311;X:320;X:327;X:328;X:329;X:330;X:334;X:338;X:341;X:343;X:345;X:346;X:348;X:352;X:354;X:359;X:362;X:363;X:364;X:367;X:372;X:373;X:376;X:379;X:385;X:388;X:389;X:390;X:392;X:394;X:397;X:400;X:401;X:404;X:405;X:408;X:415;X:417;X:418;X:423;X:429;X:432;X:434;X:436;X:439;X:442;X:443;X:469;X:481	Henriques	Martin R.	1825	1912	Søn af Ruben H., Vekselmægler.
henriques	matchet_person_men_beskrivelse_afviger	PerXI03628	Henriques	Meyer R.	1813	1874	Rabbiner i Göteborg, Rektor ved Göthildaskolan.	VIII:101	Henriques	Meyer R.	1813	1874	Rabbiner i Göteborg, Rektor ved Göthilda-skolan.
henriques	kun_min	PerXI03632	Henriques	Ruben	1849	1943	Søn af Moritz R.H., senere Grosserer.	IX:108;IX:109;IX:110					
henriques	kun_xlsx								Henriques				to unge Herrer (Middagsselskab hos Melchiors 28.1.1875).
henriques	kun_xlsx								Henriques	Edmond S.	1860	1910	Søn af Martin R. H., senere Vekselerer.
henriques	kun_xlsx								Henriques	Fernanda	1857	1904	Datter af Martin R.H., g.1885 m. Musikeren G. Häuflein.
